clean_text,label
this is one of the most terrifying videos of the tsunami for the first 15 minutes people are talking amongst themselves laughing and saying don t worry it won t come to high and then suddenly the town is literally swallowed up and swept away,1
that man with blue clothing after the strike,0
those days it looks like they don t estimate what catastrophe is waiting that will cost their lives,0
after wat a lot of videos about the 2011 tsunami and earth quake it is clear a lot of people did not take the warnings seriously a lot of people and cars could have been saved,1
the dog knows something going happen,0
,0
still amazing in april 2025 water in all its forms ie ice steam liquid mud flow most powerful force in nature so far,0
,0
,0
how did that local man know that a tsunami was coming he warned people to escape,1
13 12 18 23 5,0
,0
are they yelling godzilla is coming,0
this makes me very sad for the people that have to deal with the aftermath,0
i hope peole have time to save themselves so sad to watch,0
are you truly this ignorant or what tsunami can affect land hundreds of miles from the earthquake i bet you believe the earth is flat because that s all you ve ever seen,1
,0
,0
,0
,0
what happened to the two individuals who were seen standing on a platform on the dock watching the water rise over the docks did they make to safety or were they caught up in the tsunami i hope they survived,1
,0
no public warning announcement to evacuate runaway to higher places,1
did you watch the video how did you miss the siren and the repeated announcements,0
1 04,0
,0
,0
i know there were a lot of deaths but i know the japanese work very hard to be prepared for tsunamis i can t imagine how many more deaths there would have been had they not had so many preparations in place,1
i remembered tsunami aceh in indonesia 2004 a lot of people died 200 000 approximately i think this country did not that prepared what was coming such a big tsunami wave,1
,0
7 00,0
disasters may erase the traces of a city but they can never extinguish the spirit and hope of those who rise from the ashes,1
52 30 que hace ese hombre ah,0
,0
muitos faleceram por subestimar o tsunami n o esperavam um com tanta magnitude est a primeira que vejo as pessoas sorrindo ao fundo n o acreditando no que estavam vendo,1
birde g l yolar ya,0
